"ID","SRC_ID","NAME","COUNTRY_CODE","EASTING","NORTHING","HYDROMETRIC_AREA","ELEVATION","GEOG_PATH"
424573,9723,"WERN VIEW","GB-GBN",325129,313265,54,63,"/BI/UK/GB/WAL/POWN/"
424574,9724,"WERN FARM NO 2","GB-GBN",324900,313700,54,69,"/BI/UK/GB/WAL/POWN/"
424744,9725,"RHIWARGOR","GB-GBN",296288,324339,54,262,"/BI/UK/GB/WAL/POWN/"
424749,9726,"NANT NADROEDD FAWR, STONE","GB-GBN",294000,326300,54,475,"/BI/UK/GB/WAL/POWN/"
424767,9727,"PEN BRYN-Y-FAWNOG, YR EITHIN","GB-GBN",295500,326900,54,488,"/BI/UK/GB/WAL/POWN/"
424797,9728,"LAKE VYRNWY, CARREG GOCH","GB-GBN",297400,323700,54,543,"/BI/UK/GB/WAL/POWN/"
424811,9729,"GADFA NO 2","GB-GBN",292662,323589,54,480,"/BI/UK/GB/WAL/POWN/"
424813,9730,"GADFA","GB-GBN",292800,323200,54,464,"/BI/UK/GB/WAL/POWN/"
424842,9731,"EUNANT BRIDGE","GB-GBN",296200,322400,54,253,"/BI/UK/GB/WAL/POWN/"
424860,9732,"CEFN GLAS, NANT CAWELL","GB-GBN",293600,320800,54,491,"/BI/UK/GB/WAL/POWN/"
424885,9733,"MYNYDD ST JOHN, LLUEST-WEN NO 1","GB-GBN",297100,320100,54,508,"/BI/UK/GB/WAL/POWN/"
424886,9734,"MYNYDD ST JOHN, LLUEST-WEN NO 2","GB-GBN",297100,320200,54,494,"/BI/UK/GB/WAL/POWN/"
424890,9735,"MYNYDD ST JOHN, HEOL-Y-FFRIDD NO 1","GB-GBN",297400,321500,54,279,"/BI/UK/GB/WAL/POWN/"
424891,9736,"MYNYDD ST JOHN, HEOL-Y-FFRIDD NO 2","GB-GBN",297600,321300,54,268,"/BI/UK/GB/WAL/POWN/"
424892,9737,"MYNYDD ST JOHN, LLWYNRHIW","GB-GBN",297500,320700,54,435,"/BI/UK/GB/WAL/POWN/"
424907,9738,"TY UCHAF","GB-GBN",299800,321500,54,262,"/BI/UK/GB/WAL/POWN/"
424917,9739,"CEFN GWYNTOG, ERW BERFEDD","GB-GBN",297800,326400,54,549,"/BI/UK/GB/WAL/POWN/"
424927,9740,"AFON CEDIG, HEN EGLWYS","GB-GBN",299300,325400,54,433,"/BI/UK/GB/WAL/POWN/"
424954,9741,"FRON GOCH","GB-GBN",300000,321300,54,255,"/BI/UK/GB/WAL/POWN/"
424961,9742,"BRYN GWYN","GB-GBN",299959,319628,54,400,"/BI/UK/GB/WAL/POWN/"
424988,9743,"PWLL BRWYN, FAWNOG","GB-GBN",301400,321900,54,413,"/BI/UK/GB/WAL/POWN/"
424999,1190,"LAKE VYRNWY NO 2","GB-GBN",301205,318754,54,360,"/BI/UK/GB/WAL/POWN/"
425000,1190,"LAKE VYRNWY NO 2","GB-GBN",301205,318754,54,360,"/BI/UK/GB/WAL/POWN/"
425001,1189,"LAKE VYRNWY","GB-GBN",301700,318800,54,303,"/BI/UK/GB/WAL/POWN/"
425002,9745,"LAKE VYRNWY, BANK CYNON","GB-GBN",301900,319100,54,229,"/BI/UK/GB/WAL/POWN/"
425004,9746,"LAKE VYRNWY, BRYN VYRNWY","GB-GBN",301800,318900,54,235,"/BI/UK/GB/WAL/POWN/"
425005,1190,"LAKE VYRNWY NO 2","GB-GBN",301205,318754,54,360,"/BI/UK/GB/WAL/POWN/"
425007,56044,"VYRNWY","GB-GBN",301540,318810,54,303,"/BI/UK/GB/WAL/POWY/"
425034,9747,"GLASGWM, TYN-Y-FFRIDD","GB-GBN",304200,321300,54,308,"/BI/UK/GB/WAL/POWN/"
425071,9748,"HEN GERRIG","GB-GBN",296800,318800,54,375,"/BI/UK/GB/WAL/POWN/"
425107,9749,"COWNWY DAM","GB-GBN",300000,318100,54,283,"/BI/UK/GB/WAL/POWN/"
425114,1191,"LLANWDDYN, CWM COWNWY","GB-GBN",300879,317887,54,235,"/BI/UK/GB/WAL/POWN/"
425292,9750,"PLAS DOLANOG","GB-GBN",305900,313400,54,152,"/BI/UK/GB/WAL/POWN/"
425341,24778,"LLANFIHANGEL, LLWYN-Y-MOELGAU","GB-GBN",307483,316054,54,220,"/BI/UK/GB/WAL/POWN/"
425345,9751,"LLANFIHANGEL","GB-GBN",309800,316700,54,274,"/BI/UK/GB/WAL/POWN/"
425445,9752,"LLANGYNIEW","GB-GBN",312700,310300,54,137,"/BI/UK/GB/WAL/POWN/"
425497,9753,"FOEL RHIWFELEN","GB-GBN",295600,312900,54,274,"/BI/UK/GB/WAL/POWN/"
425561,9754,"AFON TWRCH","GB-GBN",294100,318000,54,424,"/BI/UK/GB/WAL/POWN/"
425579,9755,"CERNIAU","GB-GBN",295100,316900,54,354,"/BI/UK/GB/WAL/POWN/"
425618,9756,"PENNANT TWRCH","GB-GBN",296500,315500,54,309,"/BI/UK/GB/WAL/POWN/"
425619,9757,"PENNANT TWRCH, BRYNIAU","GB-GBN",296600,315400,54,297,"/BI/UK/GB/WAL/POWN/"
425620,9758,"DOL-Y-GASEG","GB-GBN",296900,314900,54,247,"/BI/UK/GB/WAL/POWN/"
425645,9759,"PEN-Y-COED","GB-GBN",297820,314410,54,300,"/BI/UK/GB/WAL/POWN/"
425647,9759,"PEN-Y-COED","GB-GBN",297820,314410,54,300,"/BI/UK/GB/WAL/POWN/"
425725,9761,"CWM DERWEN","GB-GBN",295500,305500,54,267,"/BI/UK/GB/WAL/POWN/"
425774,9762,"GAM, AFON CANNON","GB-GBN",294900,307900,54,341,"/BI/UK/GB/WAL/POWN/"
425785,9763,"ABERCANNON FARM","GB-GBN",296300,306900,54,244,"/BI/UK/GB/WAL/POWN/"
425911,9764,"LLANERFYL NO 2","GB-GBN",301400,309400,54,223,"/BI/UK/GB/WAL/POWN/"
425940,9765,"LLANERFYL","GB-GBN",303200,310300,54,175,"/BI/UK/GB/WAL/POWN/"
426073,9766,"LLANERFYL, BRYN MALDWYN","GB-GBN",305300,309100,54,191,"/BI/UK/GB/WAL/POWN/"
426074,9767,"MOEL BENTYRCH, TAN-Y-FOEL","GB-GBN",305700,309300,54,213,"/BI/UK/GB/WAL/POWN/"
426145,9768,"LLANFAIR CAEREINION S WKS","GB-GBN",310900,307100,54,113,"/BI/UK/GB/WAL/POWN/"
426180,1188,"LLANFAIR CAEREINION","GB-GBN",313300,305600,54,243,"/BI/UK/GB/WAL/POWN/"
426223,55922,"LITTLE STANFORD","GB-GBN",333840,312793,54,135,"/BI/UK/GB/ENG/SAL/"
426279,9769,"MEIFOD","GB-GBN",314300,311800,54,87,"/BI/UK/GB/WAL/POWN/"
426388,9770,"BWLCH-Y-CIBAU","GB-GBN",317700,317400,54,152,"/BI/UK/GB/WAL/POWN/"
426419,9771,"LLANSANTFFRAID, PEN Y SARN","GB-GBN",320900,317800,54,76,"/BI/UK/GB/WAL/POWN/"
426497,9772,"LLANWDDYN, CILHAUL","GB-GBN",306700,320600,54,404,"/BI/UK/GB/WAL/POWN/"
426564,9773,"LLANFYLLIN P STA","GB-GBN",313900,319700,54,130,"/BI/UK/GB/WAL/POWN/"
426575,9774,"PENLLWYN","GB-GBN",314000,318800,54,198,"/BI/UK/GB/WAL/POWN/"
426592,9775,"LLANFYLLIN W WKS","GB-GBN",315361,318874,54,113,"/BI/UK/GB/WAL/POWN/"
426593,9775,"LLANFYLLIN W WKS","GB-GBN",315361,318874,54,113,"/BI/UK/GB/WAL/POWN/"
426756,9776,"LLANSANTFFRAID, CARTREF","GB-GBN",321800,320700,54,107,"/BI/UK/GB/WAL/POWN/"
426762,9777,"LLANSANTFFRAID, WAEN MEADOWS","GB-GBN",323500,319700,54,78,"/BI/UK/GB/WAL/POWN/"
426802,9778,"PENNANT-MELANGELL","GB-GBN",302300,326500,54,201,"/BI/UK/GB/WAL/POWN/"
426852,9779,"LLANGYNOG W WKS","GB-GBN",305200,325790,54,160,"/BI/UK/GB/WAL/POWN/"
426853,9779,"LLANGYNOG W WKS","GB-GBN",305200,325790,54,160,"/BI/UK/GB/WAL/POWN/"
426873,9780,"TRE-RHIWARTH","GB-GBN",301900,329900,54,463,"/BI/UK/GB/WAL/POWN/"
426880,9781,"BLAEN RHIWARTH","GB-GBN",302800,329000,54,259,"/BI/UK/GB/WAL/POWN/"
426967,9782,"HIRNANT","GB-GBN",304790,322552,54,233,"/BI/UK/GB/WAL/POWN/"
427017,9783,"PEN Y BONT FAWR","GB-GBN",308900,324800,54,146,"/BI/UK/GB/WAL/POWN/"
427108,9784,"TAN-Y-PISTYLL","GB-GBN",307600,329700,54,351,"/BI/UK/GB/WAL/POWN/"
427166,9785,"RHIWLAS","GB-GBN",311563,326215,54,228,"/BI/UK/GB/WAL/POWN/"
427387,9786,"LLANGEDWYN, TAN-Y-LLWYN","GB-GBN",317400,324300,54,116,"/BI/UK/GB/WAL/POWN/"
427390,55757,"LLANGEDWYN, TYN-Y-BWLCH","GB-GBN",318737,325572,54,248,"/BI/UK/GB/ENG/SAL/"
427394,9787,"LLANGEDWYN","GB-GBN",317600,323600,54,116,"/BI/UK/GB/WAL/POWN/"
427444,9788,"PENYGWELY RESR TY-UCHAF","GB-GBN",322091,331983,54,350,"/BI/UK/GB/WAL/POWN/"
427445,9789,"PEN Y GWELY RESR NO 1","GB-GBN",322000,332400,54,340,"/BI/UK/GB/WAL/POWY/"
427446,9790,"PEN Y GWELY RESR NO 2","GB-GBN",322200,332100,54,322,"/BI/UK/GB/WAL/POWY/"
427447,9791,"PEN Y GWELY RESR","GB-GBN",322200,332101,54,334,"/BI/UK/GB/WAL/POWY/"
427589,9792,"MOELFRE","GB-GBN",318800,328400,54,251,"/BI/UK/GB/ENG/SAL/"
427625,55926,"CYNYNION","GB-GBN",324437,330130,54,295,"/BI/UK/GB/ENG/SAL/"
427650,9793,"LLANYBLODWEL","GB-GBN",323300,323600,54,91,"/BI/UK/GB/ENG/SAL/"
427730,9794,"LLANYMYNECH, WHITE ROCK","GB-GBN",326200,321200,54,107,"/BI/UK/GB/WAL/POWN/"
427740,9795,"LLANYMYNECH, PENTREHEYLIN HALL","GB-GBN",325600,319400,54,67,"/BI/UK/GB/WAL/POWN/"
427745,9796,"LLANYMYNECH","GB-GBN",326700,321100,54,75,"/BI/UK/GB/ENG/SAL/"
427859,9797,"LLANFORDA RESR","GB-GBN",326847,329543,54,216,"/BI/UK/GB/ENG/SAL/"
427861,632,"OSWESTRY","GB-GBN",327900,329500,54,174,"/BI/UK/GB/ENG/SAL/"
427863,635,"OSWESTRY SCHOOL","GB-GBN",328500,329300,54,139,"/BI/UK/GB/ENG/SAL/"
427865,9798,"MOUNT RESR","GB-GBN",327500,330400,54,213,"/BI/UK/GB/ENG/SAL/"
427868,9799,"OSWESTRY, YORKFIELDS DEPOT","GB-GBN",328900,330200,54,136,"/BI/UK/GB/ENG/SAL/"
427874,9800,"OSWESTRY, LLWYN TERRACE","GB-GBN",329400,330100,54,131,"/BI/UK/GB/ENG/SAL/"
427885,9801,"OSWESTRY, WESTON","GB-GBN",330100,327500,54,98,"/BI/UK/GB/ENG/SAL/"
427929,9802,"TREFONEN","GB-GBN",325700,327200,54,203,"/BI/UK/GB/ENG/SAL/"
428050,9803,"CRICKHEATH","GB-GBN",329200,323000,54,70,"/BI/UK/GB/ENG/SAL/"
428051,9804,"CRICKHEATH, MEADOWS","GB-GBN",329378,322974,54,69,"/BI/UK/GB/ENG/SAL/"
428086,9805,"FOUR CROSSES","GB-GBN",327200,318000,54,64,"/BI/UK/GB/WAL/POWN/"
428328,9806,"MELVERLEY","GB-GBN",332800,317500,54,61,"/BI/UK/GB/ENG/SAL/"
428378,9807,"WILCOTT","GB-GBN",338600,317300,54,70,"/BI/UK/GB/ENG/SAL/"
428542,9808,"FORD","GB-GBN",342000,312900,54,77,"/BI/UK/GB/ENG/SAL/"
428553,638,"PRESTON MONTFORD","GB-GBN",343246,314441,54,71,"/BI/UK/GB/ENG/SAL/"
428554,638,"PRESTON MONTFORD","GB-GBN",343246,314441,54,71,"/BI/UK/GB/ENG/SAL/"
428612,9810,"HENGOED","GB-GBN",328700,333300,54,140,"/BI/UK/GB/ENG/SAL/"
428661,9811,"GOBOWEN","GB-GBN",329900,332900,54,114,"/BI/UK/GB/ENG/SAL/"
428738,9812,"HINDFORD","GB-GBN",333400,332400,54,91,"/BI/UK/GB/ENG/SAL/"
428808,9813,"WEST FELTON","GB-GBN",334800,325800,54,78,"/BI/UK/GB/ENG/SAL/"
428858,9814,"WELSH FRANKTON","GB-GBN",337100,331700,54,91,"/BI/UK/GB/ENG/SAL/"
428890,9815,"DUDLESTON HEATH","GB-GBN",336700,335700,54,99,"/BI/UK/GB/ENG/SAL/"
428936,9816,"SHERATON HOUSE","GB-GBN",340300,334500,54,91,"/BI/UK/GB/ENG/SAL/"
428938,9817,"ELLESMERE DAIRY","GB-GBN",339900,334300,54,91,"/BI/UK/GB/ENG/SAL/"
428960,9818,"ELLESMERE COLLEGE","GB-GBN",339900,333400,54,98,"/BI/UK/GB/ENG/SAL/"
429029,9819,"LOWER HORDLEY","GB-GBN",339400,329300,54,84,"/BI/UK/GB/ENG/SAL/"
429053,9820,"HAUGHTON","GB-GBN",337400,326900,54,87,"/BI/UK/GB/ENG/SAL/"
429081,30096,"BAGLEY","GB-GBN",341357,327591,54,80,"/BI/UK/GB/ENG/SAL/"
429082,30096,"BAGLEY","GB-GBN",341357,327591,54,80,"/BI/UK/GB/ENG/SAL/"
429157,9822,"WYKEY","GB-GBN",339200,324300,54,91,"/BI/UK/GB/ENG/SAL/"
429166,9823,"RUYTON-ELEVEN-TOWNS","GB-GBN",339200,322400,54,76,"/BI/UK/GB/ENG/SAL/"
429221,9824,"PRESCOTT W WKS","GB-GBN",342200,319800,54,72,"/BI/UK/GB/ENG/SAL/"
429250,9825,"MYDDLEWOOD","GB-GBN",344900,323800,54,84,"/BI/UK/GB/ENG/SAL/"
429255,9826,"MYDDLEWOOD NO 2","GB-GBN",345500,323700,54,91,"/BI/UK/GB/ENG/SAL/"
429292,9827,"BASCHURCH SCHOOL","GB-GBN",342600,322200,54,84,"/BI/UK/GB/ENG/SAL/"
429303,9828,"WALFORD","GB-GBN",343400,320500,54,82,"/BI/UK/GB/ENG/SAL/"
429332,9829,"MYTTON","GB-GBN",343500,316900,54,43,"/BI/UK/GB/ENG/SAL/"
429413,639,"SHREWSBURY, SHELTON","GB-GBN",346460,313357,54,87,"/BI/UK/GB/ENG/SAL/"
429440,9830,"SHREWSBURY, COTON HILL","GB-GBN",349200,313400,54,58,"/BI/UK/GB/ENG/SAL/"
429468,9831,"ONSLOW","GB-GBN",343700,312900,54,94,"/BI/UK/GB/ENG/SAL/"
429474,9832,"BICTON HEATH","GB-GBN",345300,313200,54,82,"/BI/UK/GB/ENG/SAL/"
429627,9833,"HAMPTON","GB-GBN",330800,305500,54,201,"/BI/UK/GB/ENG/SAL/"
429641,9834,"WORTHEN","GB-GBN",332600,304500,54,120,"/BI/UK/GB/ENG/SAL/"
429642,9835,"WORTHEN NO 2","GB-GBN",332200,304600,54,122,"/BI/UK/GB/ENG/SAL/"
429744,634,"PENNERLEY","GB-GBN",335769,299552,54,357,"/BI/UK/GB/ENG/SAL/"
429745,634,"PENNERLEY","GB-GBN",335769,299552,54,357,"/BI/UK/GB/ENG/SAL/"
429787,9836,"MINSTERLEY, WATERWHEEL","GB-GBN",336300,302100,54,168,"/BI/UK/GB/ENG/SAL/"
429808,9837,"SNAILBEACH, LOWER WORKS","GB-GBN",337200,302200,54,229,"/BI/UK/GB/ENG/SAL/"
429810,9839,"SNAILBEACH","GB-GBN",337300,302400,54,213,"/BI/UK/GB/ENG/SAL/"
429811,9839,"SNAILBEACH","GB-GBN",337300,302400,54,213,"/BI/UK/GB/ENG/SAL/"
429827,9840,"MINSTERLEY","GB-GBN",337700,305500,54,98,"/BI/UK/GB/ENG/SAL/"
429880,9841,"PONTESBURY","GB-GBN",340400,305900,54,113,"/BI/UK/GB/ENG/SAL/"
429975,19224,"ARSCOTT","GB-GBN",343467,307885,54,110,"/BI/UK/GB/ENG/SAL/"
429987,9842,"HANWOOD","GB-GBN",343100,309400,54,79,"/BI/UK/GB/ENG/SAL/"
430000,636,"EDGE","GB-GBN",339864,308807,54,126,"/BI/UK/GB/ENG/SAL/"
430038,9843,"WESTBURY","GB-GBN",335537,309478,54,130,"/BI/UK/GB/ENG/SAL/"
430212,9844,"MEOLE BRACE HALL","GB-GBN",348500,310400,54,76,"/BI/UK/GB/ENG/SAL/"
430235,9845,"SHREWSBURY, LONGDEN ROAD","GB-GBN",348300,311200,54,76,"/BI/UK/GB/ENG/SAL/"
430295,9846,"SHREWSBURY","GB-GBN",351400,313800,54,56,"/BI/UK/GB/ENG/SAL/"
430296,640,"SHREWSBURY, MONKMOOR S WKS","GB-GBN",351600,313600,54,55,"/BI/UK/GB/ENG/SAL/"
430298,56046,"SHREWSBURY, MONKMOOR S WKS NO2","GB-GBN",351686,313612,54,50,"/BI/UK/GB/ENG/SAL/"
430430,9847,"PRESTON GUBBALS","GB-GBN",349500,319100,54,107,"/BI/UK/GB/ENG/SAL/"
430586,9848,"MAER HALL","GB-GBN",379400,338200,54,125,"/BI/UK/GB/ENG/STS/"
430629,9849,"SIDWAY HALL FARM","GB-GBN",375700,339800,54,120,"/BI/UK/GB/ENG/STS/"
430630,9850,"WILLOUGHBRIDGE","GB-GBN",375300,339900,54,129,"/BI/UK/GB/ENG/STS/"
430632,9851,"WILLOUGHBRIDGE NO 2","GB-GBN",375200,339900,54,125,"/BI/UK/GB/ENG/STS/"
430663,9852,"PIPE GATE","GB-GBN",373700,340700,54,119,"/BI/UK/GB/ENG/CHS/"
430715,9853,"NORTON-IN-HALES SCHOOL","GB-GBN",370200,338600,54,107,"/BI/UK/GB/ENG/STS/"
430726,9854,"NORTON-IN-HALES","GB-GBN",370000,338500,54,107,"/BI/UK/GB/ENG/STS/"
430909,9855,"LOGGERHEADS","GB-GBN",367500,334200,54,177,"/BI/UK/GB/ENG/STS/"
